売立日,品目コード,品目名称,品種コード,品種名称,色,等級,階級,仕立,本立,長さ,輪数,サイズ,入数,口数,単価,金額,ケース,鉢素材,荷受NO,産地コード1,産地コード2,産地名称1,産地名称2,せり台,販売区分,花商コード,花商枝番
20211210,103,ﾃﾞﾝﾌｧﾚ,18075,ｿﾆｱ,桃／白,Ｍ,,,,,,0,50,2,35,3500,ﾀﾞﾝﾎﾞｰﾙ1,,80302,ﾕｰ152,,タイ,伊藤秀美,W,先取,259,4
20211210,103,ﾃﾞﾝﾌｧﾚ,18953,ﾋﾞｯｸﾞﾎﾜｲﾄ,白,Ｌ,,,,,,0,50,2,40,4000,ﾀﾞﾝﾎﾞｰﾙ1,,82067,ﾕｰ800,ｾｰ012,タイ,株式会社クラシック,W,先取,259,4
20211210,103,ﾃﾞﾝﾌｧﾚ,10925,ﾏﾘﾎﾜｲﾄ,白,Ｌ,,,,,,0,30,2,40,2400,ﾀﾞﾝﾎﾞｰﾙ1,,80296,ﾕｰ152,,タイ,伊藤秀美,W,先取,259,0
20211210,103,ﾃﾞﾝﾌｧﾚ,18997,ｱﾆﾅ,桃／白,Ｌ,,,,,,0,50,2,40,4000,ﾀﾞﾝﾎﾞｰﾙ1,,80299,ﾕｰ152,,タイ,伊藤秀美,W,先取,259,0
20211210,103,ﾃﾞﾝﾌｧﾚ,18997,ｱﾆﾅ,桃／白,Ｍ,,,,,,0,50,6,35,10500,ﾀﾞﾝﾎﾞｰﾙ1,,80301,ﾕｰ152,,タイ,伊藤秀美,W,先取,259,0
20211210,103,ﾃﾞﾝﾌｧﾚ,18997,ｼｭｶﾞｰﾋﾟﾝｸ,桃／白,Ｌ,,,,,,0,30,5,40,6000,ﾀﾞﾝﾎﾞｰﾙ1,,80297,ﾕｰ152,,タイ,伊藤秀美,W,先取,259,4
20211210,105,ﾊﾞﾝﾀﾞ,18817,ﾊﾞﾝﾀﾞ(ｱｵ),青,Ｍ,,,,,,0,10,10,150,15000,ﾀﾞﾝﾎﾞｰﾙ1,,84773,ﾕｰ800,ｾｰ029,タイ,（株）ワイエムエス,0,先取,259,0
20211210,116,梅,19319,ｳﾒ,,,,,,80CM,,0,50,3,90,13500,ｿﾉﾀ,,76424,ﾅｰ082,,大分県ﾅｰ082,大賀宏行,0,予対,259,0
20211210,122,ﾕｰｶﾘ,29565,銀丸葉ﾕｰｶﾘ(=ｼﾈ,白,,,,,60-50CM,,0,20,10,60,12000,ｿﾉﾀ,,83513,ﾒｰ077,,福岡県ﾒｰ077,深山道夫,W,予対,259,0
20211210,159,ﾀﾞﾘｱ,84656,ﾊﾐﾙﾄﾝｼﾞｭﾆｱ,橙,秀,２Ｌ,,,,,0,20,2,220,8800,ﾀﾃﾊﾞｺ,,80674,40555,26,福岡県全農福岡県本部,ＪＡ南筑後瀬高,0,予対,259,50
20211210,159,ﾀﾞﾘｱ,111097,ｵﾚﾝｼﾞｽﾄｰﾝ,橙,秀,,,,70-60CM,,0,25,1,200,5000,ﾀﾃﾊﾞｺ,,80418,44058,,大分県,二田園芸／二田和明,0,予対,259,50
20211210,180,ｱｲﾘｽ,14888,ﾌﾞﾙｰﾏｼﾞｯｸ,紫,秀,３Ｌ,,,,,0,100,1,50,5000,ﾀﾞﾝﾎﾞｰﾙ1,,79702,ｲｰ009,,福岡県ｲｰ009,幸田福男,W,先取,259,4
20211210,202,ｱﾝｽﾘｭｰﾑ,44264,ﾄﾛﾋﾟｶﾙ,赤,Ｍ,,,,,,0,22,1,50,1100,ﾀﾞﾝﾎﾞｰﾙ1,,81916,13075,,台湾,翠光園芸,W,先取,259,0
20211210,202,ｱﾝｽﾘｭｰﾑ,44268,ﾋﾟｽﾀｰﾁ,緑,Ｍ,,,,,,0,22,1,50,1100,ﾀﾞﾝﾎﾞｰﾙ1,,80964,13085,,台湾,ルージュジャパン（株,W,先取,259,5
20211210,202,ｱﾝｽﾘｭｰﾑ,44273,ﾐﾄﾞﾘ,緑,Ｍ,,,,,,0,22,1,50,1100,ﾀﾞﾝﾎﾞｰﾙ1,,81931,13075,,台湾,翠光園芸,W,先取,259,0
20211210,202,ｱﾝｽﾘｭｰﾑ,65534,ﾄﾘﾆﾀﾞｰﾄﾞ,緑／桃,Ｌ,,,,,,0,20,1,70,1400,ﾀﾞﾝﾎﾞｰﾙ1,,81913,13075,,台湾,翠光園芸,W,先取,259,5
20211210,202,ｱﾝｽﾘｭｰﾑ,74842,ﾏｷｼﾏ,複色,Ｍ,,,,,,0,22,1,50,1100,ﾀﾞﾝﾎﾞｰﾙ1,,80969,13085,,台湾,ルージュジャパン（株,W,先取,259,0
20211210,202,ｱﾝｽﾘｭｰﾑ,80447,ｳﾞｨｳﾞｨｵ,桃,Ｌ,,,,,,0,20,1,70,1400,ﾀﾞﾝﾎﾞｰﾙ1,,81900,13075,,台湾,翠光園芸,W,先取,259,5
20211210,202,ｱﾝｽﾘｭｰﾑ,15449,ﾚｯﾄﾞﾍﾞﾙ,赤,Ｍ,,,,,,0,22,1,50,1100,ﾀﾞﾝﾎﾞｰﾙ1,,81935,13075,,台湾,翠光園芸,W,先取,259,0
20211210,202,ｱﾝｽﾘｭｰﾑ,15449,ｴﾋﾞｰﾀ,赤,Ｍ,,,,,,0,22,1,50,1100,ﾀﾞﾝﾎﾞｰﾙ1,,80944,13085,,台湾,ルージュジャパン（株,W,先取,259,0
20211210,249,加工品,89068,ｷﾝｶｰﾙﾀｹ,,,,,,120CM,,0,25,4,80,8000,ｿﾉﾀ,,68345,43116,,熊本県,稲葉さとみ,0,予対,259,0
20211210,249,加工品,89068,ｷﾝｶｰﾙﾀｹ,,,,,,120CM,,0,25,2,80,4000,ｿﾉﾀ,,68345,43116,,熊本県,稲葉さとみ,0,予対,259,4
20211210,249,加工品,89069,ｷﾞﾝｶｰﾙﾀｹ,,,,,,120CM,,0,25,4,70,7000,ｿﾉﾀ,,68346,43116,,熊本県,稲葉さとみ,0,予対,259,0
20211210,249,加工品,89069,ｷﾞﾝｶｰﾙﾀｹ,,,,,,120CM,,0,25,2,70,3500,ｿﾉﾀ,,68346,43116,,熊本県,稲葉さとみ,0,予対,259,4
20211210,511,ﾌｧﾚﾉﾌﾟｼｽ,18726,V3ｸﾞﾛｰﾘｰ,白,,,,3立,,12F,8.5,1,2,8000,16000,ﾊｺ2,陶器鉢,84430,ｱｰ033,,福岡県ｱｰ033,有限会社白鳥園,,予対,259,4
20211210,511,ﾌｧﾚﾉﾌﾟｼｽ,18726,V3ｸﾞﾛｰﾘｰ,白,,,,3立,,10F,7.5,1,2,6500,13000,ﾊｺ2,陶器鉢,84431,ｱｰ033,,福岡県ｱｰ033,有限会社白鳥園,,予対,259,4
